,index,count,cum_sum,cum_percent
1040,SB-Theke,58,4325600,99.69567650440075
1041,Suppe & Co ,58,4325658,99.69701327831356
1042,Abend - Schnitzel satt,58,4325716,99.69835005222637
1043,Aktionsangebot,57,4325773,99.6996637783131
1044,Hauptkomponente 1,56,4325829,99.70095445657374
1045,Abendmensa 5,56,4325885,99.70224513483438
1046,Abend 1,56,4325941,99.70353581309503
1047,Tellergericht Vegan,56,4325997,99.70482649135567
1048,Mensa vegetarisch / Theke 1 + 6,56,4326053,99.70611716961632
1049,Beilagen 2,55,4326108,99.70738480005089
1050,Pizza &amp; Pasta - Theke,55,4326163,99.70865243048546
1051,Wok am Grill,55,4326218,99.70992006092001
1052,Auszeit Salat,54,4326272,99.71116464352849
1053,Abendmensa 8,54,4326326,99.71240922613698
1054,xEssen 1,54,4326380,99.71365380874545
1055,Cafe,54,4326434,99.71489839135394
1056,Ausgabe 1 Mensaessen To-Go,54,4326488,99.7161429739624
1057,HEIMSPIEL | EG Süd - 11:30 - 14:30 Uhr Ampelcounter,54,4326542,99.71738755657088
1058,Ausgabe 1 Mensaessen To-Go Fleischlose Alternative,54,4326596,99.71863213917936
1059,Veggie: Feta Burger,53,4326649,99.71985367396177
1060,Extra: Crisp Cut Potatoes,53,4326702,99.72107520874415
1061,Veggie: Süßkartoffel Rucola-Burger,53,4326755,99.72229674352656
1062,Fleisch: Homestyle Burger,53,4326808,99.72351827830896
1063,Extra: Fry 'n Dip Pommes,53,4326861,99.72473981309135
1064,Fleisch: Schwoba Burger,53,4326914,99.72596134787375
1065,Veggie: Veganer Blumenkohl-Kartoffel-Burger,53,4326967,99.72718288265614
1066,Fleisch: crunchy Chicken Burger,53,4327020,99.72840441743854
1067,Fleisch: Jäger Burger,53,4327073,99.72962595222093
1068,Veggie: Chili con Quinoa-Burger,53,4327126,99.73084748700333
1069,Extra: Potato Wedges,53,4327179,99.73206902178573
1070,Fleisch: Big Steakhouse Burger,53,4327232,99.73329055656812
1071,Fleisch: Steakhouse Burger,53,4327285,99.73451209135052
1072,Veggie: mediterraner Frischkäse-Bruger,53,4327338,99.73573362613291
1073,Extra: Rustic Twist,53,4327391,99.73695516091531
1074,Extra: Twister Pommes,53,4327444,99.73817669569772
1075,Abend 2,53,4327497,99.7393982304801
1076,"Pasta - Buffet, Gratins, Back-kartoffel & Beilagen",53,4327550,99.74061976526251
1077,SpÃ¤tausgabe und Abendessen,52,4327602,99.74181825221882
1078,Abendmensa 2,52,4327654,99.74301673917513
1079,Bioessen (DE-ÖKO-006),52,4327706,99.74421522613144
1080,Heiße Theke - Süßspeise,51,4327757,99.74539066526167
1081,Suppenangebot,51,4327808,99.7465661043919
1082,"Dessert 0,80",50,4327858,99.74771849569605
1083,Focaccia Italia,50,4327908,99.7488708870002
1084,Wahlbuffet (2),49,4327957,99.75000023047826
1085,Lassi,49,4328006,99.75112957395632
1086,Blondie,49,4328055,99.75225891743439
1087,Tagesangebot 6,49,4328104,99.75338826091246
1088,Brownie,49,4328153,99.75451760439051
1089,Cafeteria Angebot von 8:00-16:30 Uhr,49,4328202,99.75564694786858
1090,Abend 5,49,4328251,99.75677629134665
1091,Rind Vegan,49,4328300,99.75790563482472
1092,Burger 2,48,4328348,99.75901193047669
1093,Abend 3,48,4328396,99.76011822612868
1094,Nudelbar,48,4328444,99.76122452178066
1095,Winterbowls,48,4328492,99.76233081743264
1096,Heimspiel Sozial,48,4328540,99.76343711308462
1097,Hauptkomponente 2,47,4328587,99.76452036091051
1098,mensaVital vegan 2,47,4328634,99.76560360873641
1099,Ma(h)l vegan,47,4328681,99.76668685656232
1100,KoeriWerk,47,4328728,99.7677701043882
1101,Vegane Küche,47,4328775,99.76885335221411
1102,MG Nord 11:30 - 15:00 Uhr,47,4328822,99.76993660004001
1103,Sommer Baguette,47,4328869,99.7710198478659
1104,Tellergericht Grill,47,4328916,99.7721030956918
1105,Spargel,47,4328963,99.77318634351771
1106,"Beilagen, Salate, Dessert",46,4329009,99.77424654351752
1107,Barley Bowl,46,4329055,99.77530674351733
1108,Tellergericht Pizza,46,4329101,99.77636694351716
1109,Vegeteran,46,4329147,99.77742714351697
1110,Heiße Theke Tagestipp,46,4329193,99.77848734351679
1111,Pasta nach Gewicht (pro 100g),46,4329239,99.7795475435166
1112,Fix und Fertig,46,4329285,99.78060774351641
1113,Lenzweck Sandwich,45,4329330,99.78164489569015
1114,Tellergericht    ,45,4329375,99.78268204786389
1115,Mensaessen To-Go,45,4329420,99.78371920003761
1116,Menüvorschlag vegan,45,4329465,99.78475635221135
1117,Mensaessen To-Go Fleischlose Alternative,45,4329510,99.78579350438508
1118,Gut & GÃ¼nstig 2,44,4329554,99.78680760873273
1119,Querbeet St,44,4329598,99.78782171308038
1120,Menseria,44,4329642,99.78883581742802
1121,mensaVital 2,44,4329686,99.78984992177567
1122,Abendaktion,43,4329729,99.79084097829724
1123,Komponente 2 pro Portion oder nach Gewicht (pro 100g),43,4329772,99.79183203481881
1124,Tipp,43,4329815,99.79282309134038
1125,Ramen,43,4329858,99.79381414786195
1126,Tellergericht Fleisch,43,4329901,99.79480520438351
1127,Abend - Grill-Diner,42,4329943,99.795773213079
1128,Leichte Küche Kombi,41,4329984,99.79671817394839
1129,"Abend - Pasta, Pasta",41,4330025,99.7976631348178
1130,Abendmensa 3,41,4330066,99.7986080956872
1131,Salat B,40,4330106,99.79953000873051
1132,Viva la Mexiko,40,4330146,99.80045192177384
1133,Menü 1 Tagestipp,40,4330186,99.80137383481716
1134,Abendangebot 15:00 - 18:00 Uhr,40,4330226,99.80229574786047
1135,Auswahlgericht 2,40,4330266,99.80321766090378
1136,Tagesgericht mit 2 Beilagen .,39,4330305,99.80411652612102
1137,Tagesgericht mit 2 Beilagen ...,39,4330344,99.80501539133826
1138,Tagesgericht mit 2 Beilagen ..,39,4330383,99.8059142565555
1139,Heimspiel St,39,4330422,99.80681312177273
1140,mensaVital-Aktion,39,4330461,99.80771198698997
1141,ab 14 Uhr,39,4330500,99.80861085220721
1142,Bistro Tagesgericht,39,4330539,99.80950971742443
1143,Tagesdessert ,39,4330578,99.81040858264166
1144,Ma(h)l mit Fleisch,38,4330616,99.81128440003282
1145,Vegan 2,38,4330654,99.81216021742398
1146,Tellergericht 4 c,38,4330692,99.81303603481513
1147,Dessert Mensen Preis 3,38,4330730,99.81391185220627
1148,Wahlbuffet Weihnachtsmarktbuffet,38,4330768,99.81478766959742
1149,Grill - Menü,38,4330806,99.81566348698858
1150,Beilagen + Desserts,37,4330843,99.81651625655364
1151,Grillgericht III,37,4330880,99.81736902611871
1152,Tellergericht Veggie,37,4330917,99.8182217956838
1153, Mensa Local ,37,4330954,99.81907456524885
1154,Cafeteria Pizza StraNa,37,4330991,99.81992733481393
1155,Wahlbuffet Sommer special,37,4331028,99.820780104379
1156,kombinierBar (wöchentlich wechselnd),36,4331064,99.82160982611799
1157,Ma(h)l vegetarisch,36,4331100,99.82243954785697
1158,Eintopf Einlage,36,4331136,99.82326926959595
1159,Imbiss 3,36,4331172,99.82409899133494
1160,Tellergericht spezial vegan,36,4331208,99.82492871307393
1161,xXx Cafeteria xXx,35,4331243,99.82573538698682
1162,Komponente 3 ,35,4331278,99.82654206089974
1163,Schalter 2: Grüne Mensa,35,4331313,99.82734873481263
1164,Vegetarisch/Vegan pro Portion oder nach Gewicht (pro 100g),35,4331348,99.82815540872554
1165,Pasta nach Gewicht (Preis pro 100 g)  ,35,4331383,99.82896208263844
1166,Worldwide St,35,4331418,99.82976875655135
1167,Türkische Woche,35,4331453,99.83057543046425
1168,Gemüsegarten ,34,4331487,99.83135905655107
1169,Eintopf.,34,4331521,99.8321426826379
1170,Abend 4,33,4331554,99.83290326089862
1171,Heute am Aktionsstand (WOK) ..,33,4331587,99.83366383915936
1172,Wahlbuffet Winterspecial,33,4331620,99.8344244174201
1173,Am Grill,33,4331653,99.83518499568083
1174,HEIMSPIEL | MG Nord 11.30 - 14.15 Uhr,33,4331686,99.83594557394157
1175,Angebot 15,33,4331719,99.83670615220231
1176,"Buntes aus unserer Salatwerkstatt, heute",32,4331751,99.83744368263696
1177,Auswahlgericht vegan 2,32,4331783,99.83818121307162
1178,Komponente 3 pro Portion oder nach Gewicht (pro 100g),32,4331815,99.83891874350628
1179,veganes Angebot - vegane Küche,31,4331846,99.83963322611484
1180,MensaVital pro Portion oder nach Gewicht (pro 100g),31,4331877,99.84034770872341
1181,Pasta zur Selbstentnahme,31,4331908,99.84106219133199
1182,Abendmensa 4,31,4331939,99.84177667394056
1183,HEIMSPIEL | MG Nord 11.30 - 14.30 Uhr,31,4331970,99.84249115654913
1184,"Mediterran Beilagen 0,75",31,4332001,99.8432056391577
1185,Aktion Erlenring,31,4332032,99.84392012176627
1186,Schnitzel-Burger-Bar,31,4332063,99.84463460437485
1187,Ma(h)l dazu,30,4332093,99.84532603915733
1188,Menü 2 mit drei Beilagen.,30,4332123,99.84601747393982
1189,Empfehlung des Tages - Coca-Cola Kombimenü,30,4332153,99.84670890872232
1190,Wok - Menü,30,4332183,99.8474003435048
1191,Heiße Theke Wok,30,4332213,99.84809177828728
1192,Linie 4/5 G&G-Gerichte To-Go,30,4332243,99.84878321306978
1193,MEISTERWERK | EG Süd - 11:30 - 14:30 Uhr Ampelcounter,30,4332273,99.84947464785226
1194,Aufläufe & Suppen,30,4332303,99.85016608263476
1195,zzzSättigungsbeilagen,29,4332332,99.85083446959115
1196,Wahlbuffet Herbst special,29,4332361,99.85150285654757
1197,American Way of Life,29,4332390,99.85217124350397
1198,Flammkuchen,29,4332419,99.85283963046038
1199, Stärkebeilage 3 ,29,4332448,99.85350801741679
1200,Dessert Mensen Preis 2,29,4332477,99.85417640437319
1201,Jubiläumsangebot,29,4332506,99.85484479132958
1202,Spätausgabe Abendessen,29,4332535,99.85551317828599
1203,Abendmensa 7,28,4332563,99.85615851741632
1204,Abendmensa 6,28,4332591,99.85680385654663
1205,Abend Ausgabe A2,28,4332619,99.85744919567696
1206,"Beilagen, Desserts",28,4332647,99.85809453480728
1207,Vegetarisch Wild,28,4332675,99.85873987393761
1208,Beilagen 3,28,4332703,99.85938521306792
1209,Angebot 4 in der Cafeteria,28,4332731,99.86003055219825
1210,Am Wok,27,4332758,99.86065284350249
1211,Biogericht 7,27,4332785,99.86127513480673
1212, Mensa Global ,27,4332812,99.86189742611099
1213,Tellergericht Pasta,27,4332839,99.86251971741521
1214,Fisch Vegan,27,4332866,99.86314200871945
1215,Abendmensa,27,4332893,99.86376430002369
1216,Burger 1,27,4332920,99.86438659132794
1217,Wok - mensaVital,27,4332947,99.86500888263217
1218,zzzVegetarisches Gericht,26,4332973,99.86560812611033
1219,Essen Abendmensa BuFra,26,4332999,99.8662073695885
1220,Info 3,26,4333025,99.86680661306664
1221,-,26,4333051,99.8674058565448
1222,Mensa Eintopf,26,4333077,99.86800510002296
1223,Aktion: Schwein,25,4333102,99.86858129567503
1224,FoodHopper,25,4333127,99.8691574913271
1225,Hausgemachte frische Pasta,25,4333152,99.86973368697917
1226,Salat Bowl,25,4333177,99.87030988263125
1227,Klimateller,25,4333202,99.87088607828333
1228,Hot Dog,25,4333227,99.87146227393539
1229,Vegetarisch 2,25,4333252,99.87203846958748
1230,Frisch aus dem Wok,25,4333277,99.87261466523954
1231, Mensa Fresh ,24,4333301,99.87316781306554
1232,In der Cafeteria,24,4333325,99.87372096089153
1233,Frische Pasta heute,24,4333349,99.87427410871751
1234,Grillstand vor dem Haus,24,4333373,99.87482725654351
1235, Hauptgericht KM 4 ,24,4333397,99.8753804043695
1236,Eintopf vegetarisch,24,4333421,99.87593355219549
1237,am Grill,23,4333444,99.8764636521954
1238,Komponente 2 ,23,4333467,99.8769937521953
1239,Grillecke,23,4333490,99.87752385219521
1240,Abendgericht 1,23,4333513,99.87805395219512
1241,xWOK 2 - mitFleisch/Fisch,23,4333536,99.87858405219502
1242,Mensa vegan / Theke 1 + 6,23,4333559,99.87911415219493
1243,Mensa Vital  ,23,4333582,99.87964425219485
1244,Pasta - Menü,23,4333605,99.88017435219476
1245,Spargelwoche,22,4333627,99.88068140436857
1246,Turm 2a,22,4333649,99.8811884565424
1247,mensaVital vegetarisch,22,4333671,99.88169550871623
1248,Express-Angebot / Theke 4,22,4333693,99.88220256089005
1249,Cafeteria Angebot von 8:00-15:30 Uhr:,22,4333715,99.88270961306388
1250,Cafeteria Angebot von 8:00-15:30 Uhr!,21,4333736,99.88319361741162
1251,Salat & Dessert III,21,4333757,99.88367762175936
1252,Asia II,21,4333778,99.8841616261071
1253,Asia III,21,4333799,99.88464563045486
1254,Frühstücksangebot,21,4333820,99.88512963480258
1255,Schalter 4: Mensa Spezial,21,4333841,99.88561363915032
1256,Salat & Dessert II,21,4333862,99.88609764349808
1257,Catch of the day,21,4333883,99.8865816478458
1258,Classic 4,21,4333904,99.88706565219356
1259,Bioessen,21,4333925,99.8875496565413
1260,Campus Cooking,21,4333946,99.88803366088904
1261,Nudeltheke nach Gewicht (Preis pro 100 g),21,4333967,99.88851766523678
1262,Vegane Aktion ..,21,4333988,99.88900166958452
1263,Tagesaktion...,21,4334009,99.88948567393227
1264,aus dem Wok,21,4334030,99.88996967828001
1265,Last-Minute ab 14.30 UHR,21,4334051,99.89045368262775
1266,Unser Angebot to go,21,4334072,99.89093768697549
1267,Menüvorschlag vegetarisch / Theke 1+6,21,4334093,99.89142169132323
1268,Ausgabe 1 Mensaessen To-Go an der Ausgabe 1 Fleischlose Alternative,20,4334113,99.89188264784488
1269,Pizza - Menü,20,4334133,99.89234360436654
1270,Tellergericht Wok,20,4334153,99.89280456088821
1271,zzzHauptkomponente,20,4334173,99.89326551740987
1272,An unserer Aktionstheke,20,4334193,99.89372647393152
1273,Schönes Wochenende,20,4334213,99.89418743045319
1274,Ausgabe 1 Mensaessen To-Go an der Ausgabe 1,20,4334233,99.89464838697485
1275,Mensa Vital   ,20,4334253,99.8951093434965
1276,Essen 15,19,4334272,99.89554725219207
1277,Freeflow,19,4334291,99.89598516088766
1278,Aktion 2,19,4334310,99.89642306958324
1279,am Wok,19,4334329,99.89686097827881
1280,Abendangebot - ab 15.00 Uhr,19,4334348,99.89729888697438
1281,Eintopf 2,19,4334367,99.89773679566996
1282,Bio Menü,19,4334386,99.89817470436554
1283,Weihnachtsmenü,19,4334405,99.8986126130611
1284,Cafeteria Angebot von 8:00-14:30 Uhr:,19,4334424,99.89905052175668
1285,Hauptkomponente 3,19,4334443,99.89948843045227
1286,Angebot im Foyer,19,4334462,99.89992633914784
1287,Aktion Speisesaal,19,4334481,99.90036424784341
1288,sonstiges,19,4334500,99.90080215653899
1289,Fisch Vegan MSC Fisch,19,4334519,99.90124006523456
1290,Tellergericht spezial vegetarisch,18,4334537,99.90165492610406
1291,Menü 2.,18,4334555,99.90206978697356
1292,Pasta Buffet pro 100g,18,4334573,99.90248464784305
1293,[pizza]werkPizza11:30-13:30 UhrTo-Go,18,4334591,99.90289950871254
1294,WOK-Gericht,18,4334609,99.90331436958203
1295,Eintopf / Suppen,18,4334627,99.90372923045152
1296,Komponente 4  ,18,4334645,99.90414409132103
1297,Eintopf (Tagesangebot),18,4334663,99.90455895219051
1298,"Beilagen, Salatbuffet,",18,4334681,99.90497381306001
1299,Lamm,17,4334698,99.90536562610342
1300,Angebot d. Tages vegan,17,4334715,99.90575743914683
1301,Heute am Aktionsstand ,17,4334732,99.90614925219023
1302,Aktionsbeilage Stärke 3,17,4334749,99.90654106523364
1303,xSchneller Teller,17,4334766,99.90693287827706
1304,Pastasoße,17,4334783,99.90732469132047
1305,Informationen,17,4334800,99.90771650436388
1306,Pastatheke 1,17,4334817,99.90810831740728
1307,Cafeteria Angebot von 8:00-15:00 Uhr!,17,4334834,99.90850013045069
1308,Spezialmenü,17,4334851,99.9088919434941
1309,mensaVital vegetarisch 2,16,4334867,99.90926070871143
1310,Pastatheke 2,16,4334883,99.90962947392876
1311,Sonderveranstaltungen,16,4334899,99.90999823914609
1312,Beilage Pommes,16,4334915,99.91036700436341
1313,Imbiss 4,16,4334931,99.91073576958074
1314,Heute am Aktionsstand (WOK) 3,16,4334947,99.91110453479807
1315,Cafeteria Angebot StraNa,16,4334963,99.9114733000154
1316,Pinsa,16,4334979,99.91184206523272
1317,Tellergericht Süßspeise,16,4334995,99.91221083045005
1318,Vegan pro Portion oder nach Gewicht (pro 100g),16,4335011,99.91257959566737
1319,Beilage Standard A,16,4335027,99.9129483608847
1320,In unserer Kühlvitrine,16,4335043,99.91331712610203
1321,Gut &amp; Günstig,16,4335059,99.91368589131936
1322,Brunchteller,16,4335075,99.91405465653669
1323,Ökoessen ,15,4335090,99.91440037392792
1324,Durch Deutschlands Regionen-Heute,15,4335105,99.91474609131917
1325,Sonderaktion,15,4335120,99.91509180871041
1326,Aktion: Fisch,15,4335135,99.91543752610166
1327,Im Erdgeschoss,15,4335150,99.91578324349291
1328,Wahlbuffet Hot dog trifft currywurst,15,4335165,99.91612896088415
1329,Wahlbuffet Fischwoche,15,4335180,99.91647467827539
1330,Wahlbuffet Spargelgala,15,4335195,99.91682039566663
1331,WM Aktion,15,4335210,99.91716611305789
1332,Weihnachtsessen,15,4335225,99.91751183044913
1333,Komponente 1 ,15,4335240,99.91785754784037
1334,Menü 2 Hamburger woche,15,4335255,99.91820326523163
1335,NUR KALKULATION!,15,4335270,99.91854898262285
1336,Schalter 1: Bio-Mensa,15,4335285,99.9188947000141
1337,"Aufläufe, Gratin & Co",15,4335300,99.91924041740535
1338,Wahlbuffet Asia-buffet,15,4335315,99.91958613479659
1339,Winterbowls 2,15,4335330,99.91993185218784
1340,AKTION,14,4335344,99.92025452175301
1341,Angebot zur russischen Woche,14,4335358,99.92057719131816
1342,Heute unser Pasta-Angebot,14,4335372,99.92089986088331
1343,Achtung,14,4335386,99.92122253044849
1344,Schnitzel,14,4335400,99.92154520001364
1345,Pasta nach Gewicht (Preis pro 100 g)   ,14,4335414,99.9218678695788
1346,Tagesaktion....,14,4335428,99.92219053914397
1347,Themenpark Komponeten,14,4335442,99.92251320870913
1348,MG Nord 11.30 - 14.30 Uhr,14,4335456,99.92283587827428
1349,xVeganes Gericht,14,4335470,99.92315854783945
1350,Heute in der Cafeteria!,14,4335484,99.92348121740461
1351,STUDY & FIT,14,4335498,99.92380388696978
1352,Heute am Aktionsstand.,14,4335512,99.92412655653493
1353,Aktion-Weltvegantag,14,4335526,99.9244492261001
1354,Tagespreis,14,4335540,99.92477189566526
1355,Jubiläumsangebot.,14,4335554,99.92509456523042
1356,Unser Angebot,13,4335567,99.9253941869695
1357,Frische Pasta,13,4335580,99.92569380870857
1358,In unserer Kühltheke,13,4335593,99.92599343044766
1359,Spaghetteria,13,4335606,99.92629305218674
1360,Ausgabe 1 -Poutine- canadian streetfood,13,4335619,99.92659267392581
1361,Suppe & Co 1,13,4335632,99.9268922956649
1362,Biogericht 8,13,4335645,99.92719191740397
1363,Tagesangebot 7,13,4335658,99.92749153914305
1364,Tagesangebot 2,13,4335671,99.92779116088212
1365,Ausgabe 1 -Poutine- canadian streetfood Fleischlose Alternative,13,4335684,99.9280907826212
1366,xXx Salatbar⁵⁵ xXx,12,4335696,99.9283673565342
1367,Angebot zum Weltvegantag,12,4335708,99.9286439304472
1368,Tagesangebot ,12,4335720,99.92892050436019
1369,Unser veganes Angebot,12,4335732,99.92919707827318
1370,Cafeteria Süffiges StraNa,12,4335744,99.92947365218618
1371,Cafeteria Salatbar StraNa,12,4335756,99.92975022609917
1372,Aktions-theke,12,4335768,99.93002680001217
1373,Wok &amp; Grill,12,4335780,99.93030337392517
1374,Komponente 7,12,4335792,99.93057994783815
1375,Tellergericht spezial,12,4335804,99.93085652175115
1376,Linie 2Gut & Günstig,12,4335816,99.93113309566415
1377,HEIMSPIEL | MG Nord 11.30 - 15.00 Uhr,12,4335828,99.93140966957714
1378,Pasta wahlweise mit,12,4335840,99.93168624349013
1379," Heute kein Angebot Mensa vital, dafür Ausgabe Asia Theke",12,4335852,99.93196281740315
1380,Wok-Gericht,12,4335864,99.93223939131613
1381,The good old Germany,12,4335876,99.93251596522913
1382,Fraunhofer,12,4335888,99.93279253914213
1383,Fintesscenter,12,4335900,99.93306911305511
1384,Vegetarisch Lamm,12,4335912,99.93334568696811
1385,Menü 1 mit drei Beilagen.,12,4335924,99.93362226088111
1386,zzz Veganes Gericht NEU,12,4335936,99.93389883479409
1387,La Dolce Vita,11,4335947,99.93415236088101
1388,Foodsaver-Aktion,11,4335958,99.93440588696792
1389,Aktons-Theke,11,4335969,99.93465941305485
1390,Ausgabe 1 Mensaessen-To-Go an der Ausgabe 1,11,4335980,99.93491293914175
1391,Weißwurst-Aktion,11,4335991,99.93516646522866
1392,Tagesaktion 7,11,4336002,99.93541999131558
1393,Tagesaktion.....,11,4336013,99.93567351740249
1394,"In der Mensa ""Fraunhofer-Campus""",11,4336024,99.9359270434894
1395,Suppe &amp; Co,11,4336035,99.93618056957632
1396,Komponente 2   ,11,4336046,99.93643409566323
1397,Bio-Menü Alle Menü kompo-nenten auch einzeln erhältlich,11,4336057,99.93668762175014
1398,Ausgabe 1 Mensaessen-To-Go an der Ausgabe 1 Fleischlose Alternative,11,4336068,99.93694114783706
1399,Am Grill auf der Terrasse,11,4336079,99.93719467392397
1400,Herbstfestangebot,11,4336090,99.93744820001088
1401,Aktionswoche Indische woche,10,4336100,99.93767867827171
1402,Linie 5 Vegane Linie,10,4336110,99.93790915653253
1403,"Grill Beilagen 0,90",10,4336120,99.93813963479337
1404,Wildwoche,10,4336130,99.93837011305419
1405,Querbeet Vegan,10,4336140,99.93860059131504
1406,zzz Fleischgericht NEU,10,4336150,99.93883106957585
1407,Aktion ..,10,4336160,99.93906154783669
1408,Aktionsstand ,10,4336170,99.93929202609752
1409,Topf und Pfanne,10,4336180,99.93952250435835
1410,Fleisch und Fisch,10,4336190,99.93975298261918
1411,Ausgabe 2/3,10,4336200,99.93998346088
1412,Aktion:,10,4336210,99.94021393914083
1413,Aktionswoche Streetfood-woche,10,4336220,99.94044441740166
1414,Komponente 2 - vegan,10,4336230,99.9406748956625
1415,QUERBEET | MG Nord 11.30 - 15.00 Uhr,10,4336240,99.94090537392331
1416,Mensa vegetarisch /  Theke 1 + 6,10,4336250,99.94113585218415
1417,Bio-Menü Alle Menü- kompo-nenten auch einzeln erhältlich,10,4336260,99.94136633044498
1418,Aktion der Woche :,10,4336270,99.94159680870581
1419,Weihnachtswoche,10,4336280,99.94182728696663
1420,Schwein MSC Fisch,10,4336290,99.94205776522746
1421,Aktion - Menü,10,4336300,99.94228824348829
1422,Schnitzel Burger,10,4336310,99.94251872174912
1423,HEIMSPIEL | EG Nord ab 14:30 Uhr,10,4336320,99.94274920000996
1424,xWOK 1 - vegan,10,4336330,99.94297967827079
1425,Cafeteria von 8:00-14:30 Uhr in der Mensa:,9,4336339,99.94318710870553
1426,Aktuelle Hinweise,9,4336348,99.94339453914029
1427,Cafereria Menü,9,4336357,99.94360196957503
1428,Weihnachtswochen,9,4336366,99.94380940000977
1429,Cafeteria Angebot von 8:00-15:00 Uhr,9,4336375,99.94401683044451
1430,Internationale Woche,9,4336384,99.94422426087927
1431,Imbissgericht,9,4336393,99.94443169131402
1432,Oktoberfest,9,4336402,99.94463912174876
1433,xWOK 2 Aktion,9,4336411,99.9448465521835
1434,Bio-Beilagen,9,4336420,99.94505398261825
1435,Food Hopper,9,4336429,99.945261413053
1436,Beilagen Mensen Preis 3,9,4336438,99.94546884348775
1437,Tellergericht 6,9,4336447,99.94567627392249
1438,Veganes Tagesangebot ..,9,4336456,99.94588370435724
1439,Cafeteria Angebot von 8:00 -14:30 Uhr :,9,4336465,99.94609113479198
1440,Gratin,9,4336474,99.94629856522673
1441,Cafeteria Angebot :,9,4336483,99.94650599566147
1442,Cafeteria Angebot 8:00 - 14:30 Uhr,9,4336492,99.94671342609622
1443,zzzPasta-Teller,9,4336501,99.94692085653098
1444,Foodhopper am IKMZ,9,4336510,99.94712828696571
1445,Angebot im ERDGESCHOSS,9,4336519,99.94733571740046
1446,Brunch '55,9,4336528,99.9475431478352
1447,Schneller Teller NEU,9,4336537,99.94775057826996
1448,Offre la casa,9,4336546,99.9479580087047
1449,[kœri]werk11-14:30 Uhr,9,4336555,99.94816543913944
1450,Oma kocht vegan,8,4336563,99.94834982174811
1451,Tellergericht 8,8,4336571,99.94853420435678
1452,Imbiss 6,8,4336579,99.94871858696544
1453,Menüvorschlag vegan / Theke 1 + 6,8,4336587,99.9489029695741
1454,Vegane Aktion .,8,4336595,99.94908735218276
1455,Heute in der Cafeteria:,8,4336603,99.94927173479144
1456,AktionsBar,8,4336611,99.94945611740009
1457,Foodtruck,8,4336619,99.94964050000877
1458,Ausgabe 1 Pfälzer Gericht der Woche Fleischlose Alternative,8,4336627,99.94982488261742
1459,Abend 6,8,4336635,99.95000926522609
1460,Ausgabe 1 Pfälzer Gericht der Woche,8,4336643,99.95019364783475
1461,Grill NEU,8,4336651,99.9503780304434
1462,Tellergericht 4 e,8,4336659,99.95056241305208
1463,Tellergericht 4++,8,4336667,99.95074679566073
1464,Komponente 1   ,8,4336675,99.95093117826941
1465,Cafeteria Angebot  Mo-Do 08:00 - 15:00 Uhr  Fr        08:00 - 14:30 Uhr,8,4336683,99.95111556087807
1466,Angebot im Erdgeschoss,8,4336691,99.95129994348673
1467,Tagesangebote,8,4336699,99.9514843260954
1468,Speisenangebot2,8,4336707,99.95166870870406
1469,Tellergericht Fisch,8,4336715,99.95185309131273
1470,Cafeteria Angebot ab  8:00 Uhr :,8,4336723,99.95203747392138
1471,Cafeteria Anbgebot ab 8:00 Uhr :,8,4336731,99.95222185653004
1472,Pommes frites,8,4336739,99.95240623913871
1473,Auswahlgericht veget. 2,8,4336747,99.95259062174738
1474,Sommer-Mensa To-Go im Atrium Fleischlose Alternative,8,4336755,99.95277500435604
1475,Tagesgericht Empore,8,4336763,99.95295938696471
1476,Saisonal,8,4336771,99.95314376957337
1477,Vegetarisches aus Wok und Pfanne,8,4336779,99.95332815218202
1478,Sommer-Mensa To-Go im Atrium,8,4336787,99.95351253479069
1479,Speisenangebot 2.,8,4336795,99.95369691739936
1480,Nachmittagsangebot I,7,4336802,99.95385825218193
1481,Hausgemachte Pasta,7,4336809,99.95401958696452
1482,Angebot zur Spargelwoche,7,4336816,99.95418092174711
1483,Beilagen Mensen Preis 2,7,4336823,99.95434225652969
1484,Tellergericht 2++,7,4336830,99.95450359131226
1485,Pfanne am Grill,7,4336837,99.95466492609484
1486,Angebot im 2.Obergeschoß,7,4336844,99.95482626087741
1487,Aktionswoche Australien,7,4336851,99.95498759566
1488,Aktionswoche Kanada,7,4336858,99.95514893044259
1489,Abendessen - Oktoberfest,7,4336865,99.95531026522517
1490,Tagesaktion 4,7,4336872,99.95547160000774
1491,Frühstück,7,4336879,99.95563293479033
1492,xmensaVital,7,4336886,99.9557942695729
1493,"Tagessuppe 1,00 €",7,4336893,99.95595560435548
1494,Burritos Mexikanisch,7,4336900,99.95611693913806
1495,Cafeteria klassisch,7,4336907,99.95627827392065
1496,Pasta pro Portion oder nach Gewicht (pro 100g)  ,7,4336914,99.95643960870323
1497,Weihnachtsessen TP,7,4336921,99.95660094348581
1498,Wahlbuffet Aschermittwoch-buffet,7,4336928,99.95676227826839
1499,Cafeteria Angebot von 8:00-14:30 Uhr!,7,4336935,99.95692361305098
1500,Angebot zum Unitag,7,4336942,99.95708494783355
1501,Menü 2 Tagestipp,7,4336949,99.95724628261613
1502,FLEISCH UND FISCH,7,4336956,99.9574076173987
1503,Grillstation ,7,4336963,99.95756895218129
1504,PRIMA KLIMA,7,4336970,99.95773028696388
1505,TOPF UND PFANNE,7,4336977,99.95789162174646
